1,0.5,0.5,0.5,0.5,0.5,0.5 
2,0.5,0.5,0.5,0.5,0.5,0.5 
4,0.5,0.5,0.5,0.5,0.5,0.5 
5,0.5,0.5,0.5,0.5,0.5,0.5 
7,0.5,0.5,0.5,0.5,0.5,0.5 
8,0.5,0.5,0.5,0.5,0.5,0.5 
10,0.5,0.5,0.5,0.5,0.5,0.5 
11,0.5,0.5,0.5,0.5,0.5,0.5 
12,0.7,0.6,0.7,0.7,0.7,0.7 
14,0.7,0.7,0.7,0.7,0.7,0.7 
15,0.5,0.5,0.5,0.5,0.5,0.5 
17,0.4,0.4,0.4,0.4,0.4,0.4 
18,0.4,0.4,0.4,0.4,0.4,0.4 
20,0.6,0.6,0.6,0.6,0.6,0.6 
21,0.5,0.5,0.5,0.5,0.5,0.5 
22,2.9,2.8,2.7,2.6,2.9,3.1 
24,7.3,7.3,7.3,7.3,7.3,7.3 
25,8.3,8.3,8.3,8.3,8.3,8.3 
27,25.6,25.6,25.6,25.6,25.6,25.6 
28,8.2,8.2,8.2,8.2,8.2,8.2 
30,179.6,179.6,179.6,179.6,179.6,179.6 
31,0.6,0.6,0.6,0.6,0.6,0.6 
32,0.5,0.5,0.5,0.5,0.5,0.5 
34,0.6,0.6,0.6,0.6,0.6,0.6 
35,0.6,0.6,0.6,0.6,0.6,0.6 
37,0.6,0.6,0.6,0.6,0.6,0.6 
38,0.6,0.6,0.6,0.6,0.6,0.6 
40,6.7,6.7,6.7,6.7,6.7,6.7 
41,6.8,6.8,6.8,6.8,6.8,6.8 
42,6.0,6.0,6.0,6.0,6.0,6.0 
44,6.5,6.5,6.5,6.5,6.5,6.5 
45,6.7,6.7,6.7,6.7,6.7,6.7 
47,10.3,10.3,10.3,10.3,10.3,10.3 
48,6.5,6.5,6.5,6.5,6.5,6.5 
50,215.9,215.9,215.9,215.9,215.9,215.9 
51,0.6,0.6,0.6,0.6,0.6,0.6 
53,0.6,0.6,0.6,0.6,0.6,0.6 
54,0.6,0.6,0.6,0.6,0.6,0.6 
56,113.8,113.8,113.7,113.8,113.8,113.8 
57,0.5,0.5,0.5,0.5,0.5,0.5 
58,0.3,0.3,0.3,0.3,0.3,0.3 
60,0.3,0.3,0.3,0.3,0.3,0.3 
61,0.3,0.3,0.3,0.3,0.3,0.3 
63,0.3,0.3,0.3,0.3,0.3,0.3 
64,7.7,7.7,7.7,7.7,7.7,7.7 
