"x1(PinA0)_x","x1(PinA0)_y"
0,-2.351441623,
2e-05,-1.25515074,
4e-05,-1.620581034,
6e-05,-0.5242901517,
8e-05,-1.986011328,
0.0001,0.937431025,
0.00012,2.399152202,
0.00014,1.302861319,
0.00016,2.764582496,
0.00018,1.668291613,
0.0002,0.2065704367,
0.00022,0.5720007309,
0.00024,-0.1588598575,
0.00026,-0.8897204458,
0.00028,-0.8897204458,
0.0003,-1.25515074,
0.00032,0.2065704367,
0.00034,-1.25515074,
0.00036,0.2065704367,
0.00038,-0.5242901517,
0.0004,0.937431025,
0.00042,2.033721908,
0.00044,1.668291613,
0.00046,2.764582496,
0.00048,2.399152202,
0.0005,2.033721908,
0.00052,1.668291613,
0.00054,0.937431025,
0.00056,-0.5242901517,
0.00058,-0.1588598575,
0.0006,-0.5242901517,
0.00062,-0.1588598575,
0.00064,-0.1588598575,
0.00066,-1.25515074,
0.00068,-1.25515074,
0.0007,-1.25515074,
0.00072,0.2065704367,
0.00074,-2.716871917,
0.00076,-1.986011328,
0.00078,2.399152202,
0.0008,3.13001279,
0.00082,-0.8897204458,
0.00084,2.399152202,
0.00086,0.5720007309,
0.00088,-1.986011328,
0.0009,-1.986011328,
0.00092,3.13001279,
0.00094,0.2065704367,
0.00096,-3.813162799,
0.00098,-1.25515074,
0.001,-0.8897204458,
0.00102,-1.986011328,
0.00104,-0.1588598575,
0.00106,-0.1588598575,
0.00108,1.668291613,
0.0011,1.668291613,
0.00112,2.399152202,
0.00114,1.302861319,
0.00116,0.5720007309,
0.00118,-0.5242901517,
0.0012,0.5720007309,
0.00122,0.2065704367,
0.00124,-0.5242901517,
0.00126,0.2065704367,
0.00128,-0.8897204458,
0.0013,-0.5242901517,
0.00132,-0.5242901517,
0.00134,-0.8897204458,
0.00136,0.2065704367,
0.00138,2.033721908,
0.0014,2.033721908,
0.00142,2.764582496,
0.00144,2.764582496,
0.00146,1.302861319,
0.00148,2.033721908,
0.0015,1.302861319,
0.00152,0.5720007309,
0.00154,-0.1588598575,
0.00156,0.5720007309,
0.00158,-0.8897204458,
0.0016,-0.5242901517,
0.00162,0.2065704367,
0.00164,-1.620581034,
0.00166,-0.1588598575,
0.00168,-1.620581034,
0.0017,-3.082302211,
0.00172,0.937431025,
0.00174,2.033721908,
0.00176,0.5720007309,
0.00178,4.226303673,
0.0018,1.668291613,
0.00182,-1.986011328,
