"x1(PinA0)_x","x1(PinA0)_y"
0,2.579272794,
2e-05,1.848412205,
4e-05,1.482981911,
6e-05,0.7521213229,
8e-05,3.310133382,
0.0001,1.848412205,
0.00012,2.2138425,
0.00014,2.579272794,
0.00016,4.04099397,
0.00018,1.482981911,
0.0002,2.579272794,
0.00022,2.579272794,
0.00024,1.848412205,
0.00026,2.944703088,
0.00028,2.579272794,
0.0003,1.848412205,
0.00032,2.2138425,
0.00034,1.482981911,
0.00036,1.117551617,
0.00038,2.944703088,
0.0004,1.482981911,
0.00042,1.848412205,
0.00044,2.579272794,
0.00046,1.482981911,
0.00048,1.848412205,
0.0005,2.2138425,
0.00052,2.2138425,
0.00054,0.7521213229,
0.00056,1.482981911,
0.00058,1.117551617,
0.0006,1.848412205,
0.00062,3.310133382,
0.00064,1.117551617,
0.00066,0.7521213229,
0.00068,2.579272794,
0.0007,1.117551617,
0.00072,0.02126073451,
0.00074,1.117551617,
0.00076,0.7521213229,
0.00078,-0.7095998538,
0.0008,1.117551617,
0.00082,1.848412205,
0.00084,1.117551617,
0.00086,1.117551617,
0.00088,1.117551617,
0.0009,-0.3441695597,
0.00092,-0.7095998538,
0.00094,-0.3441695597,
0.00096,0.3866910287,
0.00098,-0.7095998538,
0.001,0.3866910287,
0.00102,-0.3441695597,
0.00104,0.7521213229,
0.00106,0.7521213229,
0.00108,-0.3441695597,
0.0011,0.7521213229,
0.00112,-1.440460442,
0.00114,-2.536751325,
0.00116,-1.075030148,
0.00118,-1.075030148,
0.0012,-2.171321031,
0.00122,-0.7095998538,
0.00124,1.117551617,
0.00126,-2.536751325,
0.00128,0.02126073451,
0.0013,-2.536751325,
0.00132,-2.171321031,
0.00134,1.482981911,
0.00136,0.3866910287,
0.00138,0.3866910287,
0.0014,-2.171321031,
0.00142,0.7521213229,
0.00144,-3.998472501,
0.00146,-2.536751325,
0.00148,0.3866910287,
0.0015,-0.3441695597,
0.00152,-1.440460442,
0.00154,1.848412205,
0.00156,-0.3441695597,
0.00158,-1.805890736,
0.0016,1.117551617,
0.00162,-5.460193678,
0.00164,-3.633042207,
0.00166,-3.998472501,
0.00168,-8.018205737,
0.0017,-3.267611913,
0.00172,-5.825623972,
0.00174,-2.902181619,
0.00176,-5.460193678,
0.00178,0.7521213229,
0.0018,-2.171321031,
0.00182,-3.633042207,
0.00184,0.7521213229,
0.00186,-2.536751325,
0.00188,0.3866910287,
0.0019,-0.7095998538,
0.00192,0.02126073451,
0.00194,-3.998472501,
0.00196,-1.440460442,
0.00198,1.482981911,
0.002,-2.536751325,
0.00202,-2.536751325,
0.00204,0.02126073451,
0.00206,-0.7095998538,
0.00208,-1.075030148,
0.0021,1.117551617,
0.00212,-1.805890736,
0.00214,-0.7095998538,
0.00216,-0.3441695597,
0.00218,-2.171321031,
0.0022,-1.805890736,
0.00222,0.7521213229,
0.00224,-1.440460442,
0.00226,-0.7095998538,
0.00228,-1.440460442,
0.0023,-0.3441695597,
0.00232,-0.3441695597,
0.00234,-0.3441695597,
0.00236,0.02126073451,
0.00238,-0.7095998538,
0.0024,1.848412205,
0.00242,-1.075030148,
0.00244,0.3866910287,
0.00246,0.02126073451,
0.00248,0.3866910287,
0.0025,1.848412205,
0.00252,1.482981911,
0.00254,0.02126073451,
0.00256,0.7521213229,
0.00258,0.7521213229,
0.0026,1.482981911,
0.00262,1.117551617,
0.00264,1.482981911,
0.00266,2.944703088,
0.00268,1.848412205,
0.0027,1.117551617,
0.00272,1.482981911,
0.00274,1.117551617,
0.00276,1.848412205,
0.00278,1.482981911,
0.0028,2.579272794,
0.00282,0.7521213229,
0.00284,1.848412205,
0.00286,2.2138425,
0.00288,1.848412205,
0.0029,2.579272794,
0.00292,1.848412205,
0.00294,2.2138425,
0.00296,2.579272794,
0.00298,1.848412205,
0.003,2.579272794,
0.00302,2.579272794,
0.00304,3.675563676,
0.00306,1.848412205,
0.00308,1.482981911,
0.0031,1.848412205,
0.00312,1.848412205,
0.00314,2.2138425,
0.00316,1.848412205,
0.00318,3.310133382,
0.0032,1.848412205,
0.00322,1.117551617,
0.00324,1.848412205,
0.00326,2.944703088,
0.00328,2.2138425,
0.0033,2.2138425,
0.00332,2.2138425,
0.00334,1.482981911,
0.00336,3.675563676,
0.00338,1.482981911,
0.0034,1.848412205,
0.00342,2.2138425,
0.00344,1.117551617,
0.00346,1.848412205,
0.00348,2.944703088,
0.0035,2.2138425,
0.00352,1.482981911,
0.00354,1.482981911,
0.00356,1.482981911,
0.00358,2.2138425,
0.0036,2.579272794,
0.00362,2.2138425,
0.00364,1.848412205,
0.00366,1.482981911,
0.00368,1.848412205,
0.0037,0.7521213229,
0.00372,1.482981911,
0.00374,1.117551617,
0.00376,1.848412205,
0.00378,1.848412205,
0.0038,2.579272794,
0.00382,2.579272794,
0.00384,1.482981911,
0.00386,1.482981911,
0.00388,1.117551617,
0.0039,1.848412205,
0.00392,-0.3441695597,
0.00394,1.117551617,
0.00396,0.02126073451,
0.00398,0.02126073451,
0.004,0.7521213229,
0.00402,1.848412205,
0.00404,0.3866910287,
0.00406,0.7521213229,
0.00408,1.482981911,
0.0041,-0.3441695597,
0.00412,0.02126073451,
0.00414,1.117551617,
0.00416,-0.7095998538,
0.00418,0.3866910287,
0.0042,-0.7095998538,
0.00422,-0.3441695597,
0.00424,-0.7095998538,
0.00426,0.3866910287,
0.00428,-0.7095998538,
0.0043,0.02126073451,
0.00432,0.02126073451,
0.00434,-1.440460442,
0.00436,-0.7095998538,
0.00438,0.02126073451,
0.0044,-1.075030148,
0.00442,-1.075030148,
0.00444,-1.440460442,
0.00446,-2.171321031,
0.00448,-1.440460442,
0.0045,0.3866910287,
0.00452,-2.902181619,
0.00454,0.02126073451,
0.00456,-3.267611913,
0.00458,0.3866910287,
0.0046,-1.805890736,
0.00462,-1.805890736,
