2290,50.53,389867.53
2295,50.53,389872.553
2300,50.53,389877.576
2305,50.05,389882.599
2310,50.05,389887.622
2315,50.53,389892.646
2320,50.05,389897.669
2325,50.05,389902.692
2330,50.05,389907.715
2335,50.05,389912.738
2340,49.58,389917.762
2345,49.58,389922.785
2350,49.58,389927.808
2355,49.12,389932.831
2360,49.12,389937.854
2365,48.66,389942.878
2370,48.21,389947.901
2375,48.21,389952.924
2380,47.77,389957.947
2385,47.77,389962.971
2390,46.91,389967.994
2395,46.91,389973.017
2400,46.06,389978.04
2405,45.65,389983.063
2410,45.65,389988.087
2415,45.24,389993.11
2420,44.84,389998.133
2425,44.45,390003.156
2430,44.06,390008.179
2435,43.67,390013.203
2440,43.29,390018.226
2445,42.92,390023.249
2450,42.55,390028.272
2455,42.55,390033.295
2460,41.83,390038.319
2465,41.47,390043.342
2470,41.12,390048.365
2475,40.44,390053.388
2480,40.1,390058.412
2485,39.77,390063.435
2490,39.11,390068.458
2495,38.48,390073.481
2500,38.17,390078.504
2505,37.55,390083.528
2510,36.95,390088.551
2515,36.66,390093.574
2520,36.08,390098.597
2525,35.52,390103.62
2530,35.24,390108.644
2535,34.69,390113.667
2540,33.9,390118.69
2545,33.64,390123.713
2550,33.13,390128.736
2555,32.62,390133.76
2560,32.13,390138.783
2565,31.65,390143.806
2570,31.41,390148.829
2575,31.18,390153.852
2580,30.72,390158.876
2585,30.26,390163.899
2590,29.82,390168.922
2595,29.6,390173.945
2600,29.16,390178.969
2605,28.95,390183.992
2610,28.73,390189.015
2615,28.11,390194.038
2620,27.49,390199.061
2625,27.29,390204.085
2630,26.89,390209.108
2635,26.31,390214.131
2640,26.12,390219.154
2645,25.73,390224.177
2650,25.17,390229.201
2655,24.99,390234.224
2660,24.44,390239.247
2665,23.9,390244.27
2670,23.9,390249.293
2675,23.37,390254.317
2680,22.86,390259.34
2685,22.51,390264.363
2690,22.18,390269.386
2695,21.68,390274.409
2700,21.35,390279.433
2705,20.7,390284.456
2710,20.22,390289.479
2715,20.06,390294.502
2720,19.74,390299.526
2725,19.27,390304.549
2730,18.96,390309.572
2735,18.66,390314.595
2740,18.05,390319.618
2745,17.9,390324.642
2750,17.3,390329.665
2755,17,390334.688
2760,16.71,390339.711
2765,16.27,390344.734
2770,15.69,390349.758
2775,15.55,390354.781
2780,14.98,390359.804
2785,14.84,390364.827
2790,14.69,390369.85
2795,14.41,390374.874
2800,14.13,390379.897
2805,13.85,390384.92
2810,13.57,390389.943
2815,13.16,390394.966
2820,12.75,390399.99
2825,12.47,390405.013
2830,11.93,390410.036
2835,11.66,390415.059
2840,11.53,390420.083
2845,11.13,390425.106
2850,10.86,390430.129
2855,10.73,390435.152
2860,10.33,390440.175
2865,10.06,390445.199
2870,9.8,390450.222
2875,9.41,390455.245
2880,9.15,390460.268
2885,9.02,390465.291
2890,8.63,390470.315
2895,8.24,390475.338
2900,8.11,390480.361
2905,7.86,390485.384
2910,7.47,390490.407
2915,7.35,390495.431
2920,6.71,390500.454
2925,6.46,390505.477
2930,6.21,390510.5
2935,5.96,390515.524
2940,5.59,390520.547
2945,5.34,390525.57
2950,5.22,390530.593
2955,4.85,390535.616
2960,4.72,390540.64
2965,4.48,390545.663
2970,4.11,390550.686
2975,3.87,390555.709
2980,3.51,390560.732
2985,3.27,390565.756
2990,2.91,390570.779
2995,2.67,390575.802
3000,2.19,390580.825
3005,1.95,390585.848
3010,1.72,390590.872
3015,1.25,390595.895
3020,1.01,390600.918
3025,0.9,390605.941
3030,0.55,390610.964
3035,0.43,390615.988
3040,0.2,390621.011
3045,-0.14,390626.034
3050,-0.26,390631.057
3055,-0.6,390636.081
3060,-0.94,390641.104
3065,-1.17,390646.127
3070,-1.39,390651.15
3075,-1.84,390656.173
3080,-1.84,390661.197
3085,-2.29,390666.22
3090,-2.51,390671.243
3095,-2.73,390676.266
3100,-3.06,390681.289
3105,-3.39,390686.313
3110,-3.82,390691.336
3115,-3.93,390696.359
3120,-4.25,390701.382
3125,-4.68,390706.405
3130,-4.89,390711.429
3135,-5.21,390716.452
3140,-5.52,390721.475
3145,-5.63,390726.498
3150,-6.04,390731.521
3155,-6.46,390736.545
3160,-6.56,390741.568
3165,-6.97,390746.591
3170,-7.28,390751.614
3175,-7.48,390756.638
3180,-7.78,390761.661
3185,-8.08,390766.684
3190,-8.28,390771.707
3195,-8.67,390776.73
3200,-8.97,390781.754
3205,-9.16,390786.777
3210,-9.65,390791.8
3215,-9.84,390796.823
3220,-10.13,390801.846
3225,-10.32,390806.87
3230,-10.79,390811.893
3235,-10.98,390816.916
3240,-11.17,390821.939
3245,-11.45,390826.962
3250,-11.54,390831.986
3255,-11.91,390837.009
3260,-12.27,390842.032
3265,-12.55,390847.055
3270,-12.73,390852.079
3275,-13.08,390857.102
3280,-13.17,390862.125
3285,-13.44,390867.148
3290,-13.71,390872.171
3295,-13.88,390877.195
3300,-14.23,390882.218
3305,-14.49,390887.241
3310,-14.49,390892.264
3315,-14.83,390897.287
3320,-15.09,390902.311
3325,-15.26,390907.334
3330,-15.51,390912.357
3335,-15.76,390917.38
3340,-15.85,390922.403
3345,-16.18,390927.427
3350,-16.59,390932.45
3355,-16.67,390937.473
3360,-17,390942.496
3365,-17.16,390947.519
3370,-17.32,390952.543
3375,-17.56,390957.566
3380,-17.8,390962.589
3385,-18.04,390967.612
3390,-18.12,390972.636
3395,-18.28,390977.659
3400,-18.52,390982.682
3405,-18.67,390987.705
3410,-18.98,390992.728
3415,-19.22,390997.752
3420,-19.29,391002.775
3425,-19.53,391007.798
3430,-19.76,391012.821
3435,-19.91,391017.844
3440,-20.14,391022.868
3445,-20.51,391027.891
3450,-20.51,391032.914
3455,-20.67,391037.937
3460,-20.82,391042.96
3465,-20.89,391047.984
3470,-21.12,391053.007
3475,-21.41,391058.03
3480,-21.56,391063.053
3485,-21.71,391068.076
3490,-21.86,391073.1
3495,-22.08,391078.123
3500,-22.23,391083.146
3505,-22.45,391088.169
3510,-22.6,391093.193
3515,-22.74,391098.216
3520,-22.96,391103.239
3525,-23.11,391108.262
3530,-23.26,391113.285
3535,-23.4,391118.309
3540,-23.48,391123.332
3545,-23.77,391128.355
3550,-23.91,391133.378
3555,-23.99,391138.401
3560,-24.21,391143.425
3565,-24.43,391148.448
3570,-24.5,391153.471
3575,-24.65,391158.494
3580,-24.87,391163.517
3585,-24.94,391168.541
3590,-25.16,391173.564
3595,-25.31,391178.587
3600,-25.38,391183.61
3605,-25.6,391188.633
3610,-25.75,391193.657
3615,-25.82,391198.68
3620,-25.97,391203.703
3625,-26.2,391208.726
3630,-26.27,391213.75
3635,-26.57,391218.773
3640,-26.64,391223.796
3645,-26.72,391228.819
3650,-27.02,391233.842
3655,-27.1,391238.866
3660,-27.17,391243.889
3665,-27.4,391248.912
3670,-27.56,391253.935
3675,-27.71,391258.958
3680,-27.79,391263.982
3685,-27.79,391269.005
3690,-28.1,391274.028
3695,-28.25,391279.051
3700,-28.41,391284.074
3705,-28.49,391289.098
3710,-28.49,391294.121
3715,-28.73,391299.144
3720,-28.97,391304.167
3725,-29.13,391309.191
3730,-29.21,391314.214
3735,-29.21,391319.237
3740,-29.21,391324.26
3745,-29.29,391329.283
3750,-29.54,391334.307
3755,-29.62,391339.33
3760,-29.79,391344.353
3765,-29.87,391349.376
3770,-29.95,391354.399
3775,-30.04,391359.423
3780,-30.2,391365.46
3785,-30.04,391370.483
3790,-29.79,391375.506
3795,-29.29,391380.529
3800,-28.81,391385.553
3805,-28.49,391390.576
3810,-27.94,391395.599
3815,-27.25,391400.622
3820,-26.87,391405.645
3825,-26.2,391410.669
3830,-25.45,391415.692
3835,-25.16,391420.715
3840,-24.43,391425.738
3845,-23.55,391430.762
3850,-23.04,391435.785
3855,-22.15,391440.808
3860,-21.41,391445.831
3865,-20.97,391450.854
3870,-20.06,391455.878
3875,-18.91,391460.901
3880,-18.44,391465.924
3885,-17.48,391470.947
3890,-16.35,391475.97
3895,-15.85,391480.994
3900,-14.66,391486.017
3905,-13.26,391491.04
3910,-12.91,391496.063
3915,-11.63,391501.086
3920,-10.13,391506.11
3925,-9.55,391511.133
3930,-8.67,391516.156
3935,-7.38,391521.179
3940,-6.56,391526.202
3945,-5.31,391531.226
3950,-3.82,391536.249
3955,-2.4,391541.272
3960,-1.62,391546.295
3965,-0.14,391551.319
