"x1(PinA0)_x","x1(PinA0)_y"
0,-0.7150371401,
2.000080003e-05,-0.349606846,
4.000160006e-05,-0.349606846,
6.00024001e-05,1.112114331,
8.000320013e-05,0.01582344821,
0.0001000040002,1.112114331,
0.0001200048002,1.477544625,
0.0001400056002,1.112114331,
0.0001600064003,0.7466840365,
0.0001800072003,1.477544625,
0.0002000080003,0.01582344821,
0.0002200088004,-1.811328023,
0.0002400096004,-0.349606846,
0.0002600104004,-0.349606846,
0.0002800112004,-0.349606846,
0.0003000120005,-1.811328023,
0.0003200128005,-0.349606846,
0.0003400136005,-1.080467434,
0.0003600144006,0.3812537424,
0.0003800152006,2.208405213,
0.0004000160006,2.573835507,
0.0004200168007,-0.349606846,
0.0004400176007,0.3812537424,
0.0004600184007,1.842974919,
0.0004800192008,1.477544625,
0.0005000200008,-0.7150371401,
0.0005200208008,-0.7150371401,
0.0005400216009,0.01582344821,
0.0005600224009,-1.080467434,
0.0005800232009,-4.369340082,
0.000600024001,0.01582344821,
0.000620024801,-1.811328023,
0.000640025601,0.3812537424,
0.0006600264011,-1.445897728,
0.0006800272011,0.3812537424,
0.0007000280011,-1.445897728,
0.0007200288012,-0.349606846,
0.0007400296012,1.112114331,
0.0007600304012,-1.445897728,
0.0007800312012,-3.273049199,
0.0008000320013,-5.465630964,
0.0008200328013,1.112114331,
0.0008400336013,2.208405213,
0.0008600344014,1.842974919,
0.0008800352014,0.7466840365,
0.0009000360014,2.208405213,
0.0009200368015,1.842974919,
0.0009400376015,0.3812537424,
0.0009600384015,1.477544625,
0.0009800392016,0.3812537424,
0.001000040002,0.3812537424,
0.001020040802,-0.349606846,
0.001040041602,0.3812537424,
0.001060042402,0.7466840365,
0.001080043202,0.3812537424,
0.001100044002,1.842974919,
0.001120044802,1.477544625,
0.001140045602,2.208405213,
0.001160046402,1.477544625,
0.001180047202,0.7466840365,
0.001200048002,0.01582344821,
0.001220048802,-0.7150371401,
0.001240049602,-1.445897728,
0.001260050402,0.3812537424,
0.001280051202,-0.349606846,
0.001300052002,-0.7150371401,
0.001320052802,0.7466840365,
0.001340053602,0.7466840365,
0.001360054402,-1.445897728,
0.001380055202,1.112114331,
0.001400056002,0.7466840365,
0.001420056802,-0.349606846,
0.001440057602,-0.349606846,
0.001460058402,-1.445897728,
0.001480059202,-6.561921847,
0.001500060002,-7.292782435,
0.001520060802,-6.561921847,
0.001540061602,-5.465630964,
0.001560062402,2.573835507,
0.001580063203,-1.445897728,
0.001600064003,1.112114331,
0.001620064803,-0.349606846,
0.001640065603,-1.445897728,
0.001660066403,0.7466840365,
0.001680067203,-1.445897728,
0.001700068003,-0.349606846,
0.001720068803,0.3812537424,
0.001740069603,-0.7150371401,
0.001760070403,-1.080467434,
0.001780071203,-1.445897728,
0.001800072003,0.3812537424,
0.001820072803,0.7466840365,
0.001840073603,2.573835507,
0.001860074403,2.573835507,
0.001880075203,0.3812537424,
0.001900076003,2.208405213,
0.001920076803,0.7466840365,
